No,Id,Name,Text,Task type,Faction,Reward money,Reward item
112,"agr_find_flesh_up_bd_desert_eagle","Найти информацию о модификации ствола для пистолетов","Технику сталкеров не хватает опыта чтобы модифицировать ствол мощного пистолета. Он готов заплатить за нужную информацию.","additional","","",""
113,"agr_find_flesh_up_ac_spas12","Найти информацию о помповых механизмах для боевых дробовиков","Техник сталкеров на Агропроме ищет информацию о помповых механизмах боевых дробовиков.","additional","","",""
114,"esc_find_flesh_up_ac_wincheaster1300","Найти информацию о помповых механизмах для дробовиков","При наличии информации о помповом механизме техник сталкеров сможет значительно увеличить боевой темп стрельбы дробовика.","additional","","",""
115,"val_find_flesh_up_ab_svu","Найти информацию о стволах для снайперских винтовок","Техник группировки «Свобода» - Яр - специалист по точному оружию. Сейчас он ищет информацию о стволах для снайперских винтовок.","additional","","",""
116,"esc_find_flesh_up_bd_wincheaster1300","Найти информацию о электронной стабилизации","Техник сталкеров может собрать устройство, которое увеличит точность боя помпового дробовика, однако ему не хватает технической информации.","additional","","",""
117,"gar_find_flesh_up_aceg_scientific_outfit","Найти информацию об усиленном бронежилете","Нужно принести Прозрачному бутылку и информацию об усиленных армейских бронежилетах, тогда он сможет создать нечто похожее.","additional","","",""
118,"gar_find_flesh_up_bdfh_scientific_outfit","Найти информацию об экранировании костюма","Удивительно, однако Прозрачный никогда не слышал о пси-воздействии. Но если достать для него нужную информацию, он сможет собрать и установить на костюм систему защиты от подобного излучения.","additional","","",""
119,"val_find_flesh_up_abcd_svu","Найти информацию об электронном стабилизаторе для снайперских винтовок","Техник «Свободы» Яр хорошо заплатит за информацию об устройстве электронной стабилизации для снайперских винтовок.","additional","","",""
120,"agr_additional_quest_6a","Найти карту миграции","Найти карту миграции редких монстров Зоны","additional","","",""
121,"lim_find_bridge_squad_comander","Найти командира отряда","Найти командира отряда","additional","","",""
122,"gar_recover_item_2","Найти модифицированное оружие","О! Братан, можешь помочь. Недавно сидели мы у Прозрачного, а он тогда для типа одного ствол клёвый делал - волына то шо надо, все навороты и всё такое. Тока типок тот с паханом нашим чего-то не поделили, и Йога сказал сделать так, чтоб этого фраера долго искали и не нашли. Ну, мы его без лишнего шума в аномалии загнали. Тока вот волына его при нем и осталась. Вот принесешь мне ствол этот, я с Зубом договорюсь, он тебе бабосов нормально отвалит.","additional","bandit","1500","ammo_5.45x39_hm"
123,"agr_additional_quest_3","Найти пропавшего сталкера","Найти пропавшего сталкера","additional","","2000",""
124,"red_find_teleport_2","Найти пространственную аномалию","На КПК погибшей группы были заметки о пути через Рыжий лес. В глубине этого леса находится пространственная аномалия, ведущая к старому каперу на окраине леса. Именно там живёт Лесник. Необходимо обнаружить пространственную аномалию.","storyline","","",""
125,"red_find_teleport","Найти проход в аномальную зону","На КПК погибшей группы были заметки о пути через Рыжий лес. В глубине этого леса находится пространственная аномалия, которая ведет к старому каперу на опушке. Именно там и живёт Лесник. Необходимо найти проход к аномалии.","storyline","","",""
126,"lim_find_way_through_construction","Найти путь через строительную площадку","Окраины Лиманска уже совсем близко. Путь к ним лежит через недостроенный комплекс. Необходимо найти дорогу через стройплощадку.","additional","","",""
127,"agr_no_task","Найти тайник группы сталкеров","На КПК Клыка оказались координаты тайника группы сталкеров, которые побывали в центре Зоны и спровацирововали катаклизм. Это важная зацепка: там может оказатся очень ценная информация. Необходимо найти КПК в тайнике.","storyline","","",""
128,"agru_find_secret_task","Найти тайник группы сталкеров","В подземельях НИИ «Агропром» находится тайник группы сталкеров, которые побывали в центре Зоны. Похоже, через него они обмениваются информацией. Необходимо найти тайник и КПК с этой перепиской","storyline","","",""
129,"stc_follow_to_teleport_1","Найти телепорт, ведущий на теплотрассу","Пространство вокруг станции пронизано телепортами. Чтобы вести огонь по Стрелку, необходимо вернуться на теплотрассу. Найти телепорт, который ведёт обратно к теплотрассе.","additional","","",""
130,"stc_follow_to_teleport_2","Найти телепорт, ведущий на теплотрассу","Пространство вокруг станции пронизано телепортами. Чтобы вести огонь по Стрелку, необходимо вернуться на теплотрассу. Найти телепорт, который ведёт обратно к теплотрассе.","additional","","",""
131,"agr_additional_quest_1","Найти хабар погибшего сталкера","Найти хабар погибшего сталкера","additional","","2000",""
132,"mil_additional_quest_3","Найти хабар пропавшего сталкера","Один из наших снайперов был убит аномалией. Теперь где-то там лежат патроны для снайперской винтовки, которые для нас на вес золота. Если сможешь вернуть их, получишь ценную награду.","additional","freedom","2000",""
133,"yan_actor_destroy_wave2","Не подпускать зомби к сталкерам в ангаре.","Необходимо прикрывать сталкеров в ангаре, пока они работают с клапаном установки. Нельзя подпускать зомби к этой ремонтной команде.","storyline","","",""
134,"yan_actor_destroy_wave1","Не подпускать зомби к сталкерам на крыше.","Необходимо прикрывать сталкеров на крыше, пока они работают с клапаном установки. Нельзя подпускать зомби к этой ремонтной команде.","storyline","","",""
135,"gar_story_search_digger_bodies","Обыскать тело диггера","Обыскать тело диггера в поисках информации о Клыке","storyline","","",""
136,"red_bridge_wait_for_allyes","Ожидать прихода отряда сталкеров","Ожидать прихода отряда сталкеров","storyline","","",""
137,"red_pursuit_strelok_task","Остановить Стрелка","Стрелок скрылся в тоннеле. Необходимо догнать Стрелка и остановить его продвижение к центру Зоны.","storyline","","",""
138,"red_pursuit_talk_csky","Остановить Стрелка","Стрелок скрылся в тоннеле. Необходимо догнать Стрелка и остановить его продвижение к центру Зоны.","storyline","","",""
139,"val_reply_to_sos","Ответить на сигнал SOS","Помочь отразить нападение","additional","","",""
140,"lim_electro_fence","Отключить генератор","Электроустановка найдена. Необходимо отключить генератор и обесточить заграждения.","storyline","","",""
141,"yan_otnesti_doc_saharavy","Отнести документы Сахарову","Отнести документы Сахарову. Возможно, они объяснят причину появления столь сильного пси-излучения на Янтаре.","storyline","","",""
142,"gar_story_go_to_freedom","Отправиться за Клыком в Тёмную долину","Отправиться в Тёмную долину вдогонку за Клыком","storyline","","",""
143,"val_temp_start_quest","Отправиться за Клыком в Тёмную долину","Отправиться в Тёмную долину вдогонку за Клыком","storyline","","",""
144,"mar_story_talk_with_guide","Отправиться к форпосту с проводником","Попросить проводника вывести к форпосту","storyline","","",""
145,"mar_story_go_to_marsh","Отправиться с проводником на Болота","Попросить проводника вывести на Болота","storyline","","",""
146,"mar_story_go_to_escape","Отправиться с проводником на Кордон","Встретиться с проводником и выйти с ним на Кордон","storyline","","",""
147,"red_artefact_hunters_defend_squad","Охранять сталкеров на пути к аномальной зоне","Охранять сталкеров на пути к аномальной зоне","additional","","",""
148,"mil_transfer_coo","Передать координаты","Путь к передатчику свободен. Необходимо подняться на вышку и передать коодинаты, которые дал Лесник, отряду наёмников, застрявшему в пространственном пузыре.","storyline","","",""
149,"hosp_task_sniper_back_rush_4","Перейти через мост","Перейти через мост. Двигаться по команде командира отряда «Чистого неба», когда те отвлекут огонь на себя.","additional","","",""
150,"gar_quest_speak_with_quester","Поговорить с Диким Напром","Узнать у Дикого Напра на Барахолке, какое важное дело у него к тебе есть","additional","","",""
151,"val_come_to_comendant","Поговорить с Комендантом","Расспросить Коменданта о Клыке","storyline","","",""
152,"mar_story_talk_with_commander_1","Поговорить с Лебедевым","Узнать, чего хотел Лебедев","storyline","","",""
153,"red_bridge_talk_with_comander","Поговорить с Лебедевым","Мост опущен и дорога в Лиманск свободна. Необходимо поговорить с Лебедевым.","storyline","","",""
154,"mil_talk_2_forester2","Поговорить с Лесником","Радиосообщение от пропавшей группы наёмников получено и его содержание по радиоканалу КПК получил Лесник. Необходимо вернуться к нему за дальнейшими инструкциями","storyline","","",""
155,"red_find_forester","Поговорить с Лесником","Хижина Лесника, который может подсказать способ попасть в Лиманск, находится в заброшенном капере. Необходимо поговорить с Лесником.","storyline","","",""
156,"yan_actor_go_base_science","Поговорить с Сахаровым","Стрелок ушел к учёным на Янтарь. Необходимо добраться до Янтаря и поговорить с профессором Сахаровым - возможно, тот знает, где искать Стрелка.","storyline","","",""
157,"mar_story_talk_with_sidorovych","Поговорить с Сидоровичем","Расспросить Сидоровича про сталкера, который интересовался странными деталями. Эта единственная зацепка, которая может помочь разобраться, почему Зону так часто стало трясти выбросами.","storyline","","",""
158,"esc_talk2_comm","Поговорить с Халецким","Поговорить с Халецким","storyline","","",""
159,"val_come_to_freedom_blokpost","Поговорить с командиром блокпоста","Поговорить с командиром блокпоста","storyline","","",""
160,"agr_start_quest","Поговорить с командиром блокпоста","Получить информацию о ситуации на Агропроме у командира блокпоста","storyline","","",""
161,"mil_blockpost","Поговорить с командиром блокпоста","Поговорить с командиром блокпоста о ситуации на военных складах","storyline","","",""
162,"agr_fake_talk_to_leader","Поговорить с лидером «Долга»","Поговорить с лидером «Долга». Генерал Крылов может знать, где располагается вход в подземку НИИ «Агропром» (именно там находится тайник группы сталекров, которые побывали в центре Зоны).","storyline","","",""
163,"agr_blokpost_1","Поговорить с лидером «Долга»","Поговорить с лидером «Долга». Генерал Крылов может знать, где располагается вход в подземку НИИ «Агропром» (именно там находится тайник группы сталекров, которые побывали в центре Зоны).","storyline","","",""
164,"esc_talk2_leader_2","Поговорить с лидером сталкеров","Поговорить с лидером сталкеров","storyline","","",""
165,"mil_talk_2_merc_2_task","Поговорить с наёмниками","На базе достаточно военных, чтобы надёжно охранять передатчик. Без посторонней помощи их вряд ли получится выбить с базы, а без этого не получится передать координаты отряду, застрявшему в пространственном пузыре. Нужно ещё раз поговорить с наёмниками в заброшенной деревне.","storyline","","",""
166,"lim_destroy_military_minigun","Подавить пулемётную точку","На противоположной стороне моста в здании закрепился противник. Территория за мостом хорошо простреливается: отряд «Чистого неба» не смог перейти мост. Необходимо пробиться к зданию и подавить огонь противника. Сталкеры «Чистого неба» отвлекут огонь на себя","additional","","",""
167,"red_take_red_forest_map_pda","Поднять КПК","КПК одного из погибших сталкеров всё ещё активен. В нём может содержаться важная информация о Рыжем лесе. Необходимо поднять КПК.","storyline","","",""
168,"gar_story_get_pda","Поднять КПК Клыка","Поднять КПК, который бросил Клык","storyline","","",""
169,"mar_tutorial_tower_top","Подняться на вышку","Подняться на вышку, чтобы укрыться от мутантов","storyline","","","{-mar_tutorial_help_done} flesh_up_a_novice_outfit"
170,"hosp_task_sniper_back_rush_1","Подобраться к снайперу","Зал госпиталя простреливают снайпер и пулемётная точка. Позиция снайпера хорошо защищена. Отряд «Чистого неба» отвлечёт огонь на себя. Необходимо пройти на другую сторону зала, чтобы снять снайпера.","additional","","",""
171,"agru_go_out_task","Покинуть зону затопления","Активирован аварийный сброс воды. Нижние уровни будут затоплены. Необходимо покинуть зону затопления","storyline","","",""
172,"val_go_to_trader","Получить боеприпасы у Ашота","Получить у Ашота боеприпасы для блокпоста «Свободы»","storyline","","",""
173,"gar_story_chase_digger","Получить информацию от диггера-посланника","Узнать у диггера-посланника, куда отправился Клык","storyline","","",""
174,"sim_take_reward","Получить награду","Награда ждёт у торговца группировки","","","",""
175,"sim_take_reward_bandit","Получить награду","Награда ждёт у торговца группировки","","bandit","",""
176,"sim_take_reward_dolg","Получить награду","Награда ждёт у торговца группировки","","dolg","",""
177,"sim_take_reward_freedom","Получить награду","Награда ждёт у торговца группировки","","freedom","",""
178,"sim_take_reward_stalker","Получить награду","Награда ждёт у торговца группировки","","stalker","",""
179,"esc_additional_quest_5c","Получить награду","Получить награду у Волка за спасение сталкера от стаи слепых псов","additional","","{+esc_stalker_novice_hit} 500,750",""
180,"esc_eliminate_smart_military_6_6_reward","Получить награду","Получить награду","additional","","1500",""
181,"test_overlapping_task","Получить награду","Награда ждёт у торговца группировки","storyline","","",""
182,"agr_take_reward","Получить награду у Крылова","Подземка затоплена и атаки мутантов на «Долг» на время прекратятся. Генерал Крылов готов хорошо вознаградить за успешно проведённую операцию. Получить награду у Крылова.","additional","","10000","skill_book_pkm"
183,"red_find_signals_on_military","Получить радиопередачу сообщения","Лесник получает обрывки радиосообщений от неизвестного отряда, который попал в странную аномалию под Лиманском. Возможно, эти ребята знают тайный путь в город. Необходимо отправиться на военные склады и найти место, в котором можно было бы поймать более четкий радиосигнал.","storyline","","",""
184,"val_come_back_comendant_to_revard","Получить указания от Коменданта","Получить указания от Коменданта","storyline","","",""
185,"val_help_freedom","Помочь «Свободе» уничтожить наёмников","Помочь «Свободе» уничтожить наёмников","storyline","","3000","{~40} cev_plastin_1"
186,"red_help_with_bridge","Помочь «Чистому небу» захватить мост","Отряд наёмников уже на подходе к мосту в Лиманск. Выйдут они как раз со стороны позиций бандитов, поэтому скоро у моста будет жарко. Помочь «Чистому небу» опустить мост, ведущий в Лиманск.","storyline","","50000","wpn_fn2000"
187,"lim_electro_fence_cs_soldier_cover","Помочь бойцу подобраться к снайперу","Помогите бойцу «Чистого неба» подобраться к снайперу.","additional","","",""
188,"esc_defend_stalkers_tonnel","Помочь отбиться от атаки","Помочь отбиться от атаки","additional","","1000","ammo_9x18_fmj:ammo_9x18_fmj:ammo_5.45x39_fmj:ammo_5.45x39_fmj"
189,"agr_additional_quest_7a","Помочь сталкерам","Группа сталкеров пробивается через топи к учёным на Янтарь. Помочь сталкерам преодолеть этот путь живыми.","additional","","",""
190,"esc_additional_quest_5a","Помочь сталкеру","Помочь сталкеру отбиться от стаи слепых псов","additional","","",""
191,"mar_tutorial_help","Помочь форпосту","Откликнуться на сигнал SOS с форпоста «Чистого неба»","storyline","","","{-mar_tutorial_tower_top_done} flesh_up_a_novice_outfit:ammo_12x76_zhekan"
192,"mar_story_talk_with_barman","Пообщаться с барменом","Расспросить бармена про базу «Чистого неба»","storyline","","",""
193,"gar_quest_more_reward","Потребовать награду у Йоги","Потребовать у Йоги дополнительную награду за зачистку Барахолки.","additional","","",""
194,"sim_defend_smart_delay","Прийти на помощь","Вокруг данной точки замечен противник. Атака ожидается с минуты на минуту.","","","750",""
195,"sim_defend_smart_delay_csky","Прийти на помощь","Вокруг данной точки замечен противник. Атака ожидается с минуты на минуту.","","csky","{~50} 750,500","{~50} grenade_rgd5:ammo_9x19_pbp:ammo_9x19_pbp,medkit:antirad"
196,"sim_defend_smart_delay_stalker","Прийти на помощь","Вокруг данной точки замечен противник. Атака ожидается с минуты на минуту.","","stalker","{~50} 1000,750","{~50} grenade_rgd5:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart,medkit:antirad"
197,"sim_defend_smart_delay_bandit","Прийти на помощь","Вокруг данной точки замечен противник. Атака ожидается с минуты на минуту.","","bandit","{~50} 2000,1500","{~50} grenade_rgd5:grenade_rgd5:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart,medkit:antirad"
198,"sim_defend_smart_delay_freedom","Прийти на помощь","Вокруг данной точки замечен противник. Атака ожидается с минуты на минуту.","","freedom","{~50} 2500,2000","{~50} grenade_f1:ammo_7.62x54_7h1,medkit:medkit:antirad"
199,"sim_defend_smart_delay_dolg","Прийти на помощь","Вокруг данной точки замечен противник. Атака ожидается с минуты на минуту.","","dolg","{~50} 3000,2500","{~50} grenade_f1:ammo_pkm_100,medkit_army:medkit_army:antirad"
200,"red_bridge_cover_bridge","Прикрывать наёмника у пульта.","Наёмники уже заняли позиции у пульта управления мостом. Необходимо пркрывать огнём бойца, который попытается опустить мост.","storyline","","",""
201,"red_bridge_cover_allyes","Прикрывать наёмников","Наёмники атакуют бандитов на другом берегу. Необходимо прикрыть наёмников огнём и помочь им закрепится на позициях.","storyline","","",""
202,"hosp_task_z3_help_csky_squad","Прикрыть отряд «Чистого неба»","Отряд «Чистого неба» продвигается вперёд для того, чтобы подорвать пулемётную точку. Необходимо прикрывать его от атак «Монолита».","additional","","",""
203,"yan_recover_item_1","Принести «Аленький цветочек»","Помоги мне, наёмник. Есть в Зоне один артефакт, который мы прозвали «Аленький цветочек». Он бесполезен для сталкеров... но женщинам он так сильно нравиться, что любая о таком сувенире может только мечтать. С таким подарком любая тебе отдастся. У меня скоро свидание намечается, и мне позарез нужен этот «Аленький цветочек», только из-за него еще в Зоне и торчу, его недавно тут видели. Артефакт этот похож на волшебный цветок, светится и днем, и ночью. Достань мне артефакт, я тебя отблагодарю!","additional","stalker","6000","ammo_5.56x45_gd:ammo_5.56x45_gd:ammo_5.56x45_gd:repair_arms_box"
204,"red_bring_compass","Принести «Компас» Леснику","С помощью «Компаса» Лесник несколько дней назад смог выбраться из «Пузыря». Теперь этот артефакт должен помочь вывести отряд наёмников из такой же аномалии. Нужно принести Компас Леснику.","storyline","","",""
205,"esc_recover_item_1","Принести «волшебную водку»","Жил у нас тут в Зоне химик один. Не то, чтобы в Зоне химией занимался или алхимией какой, но «волшебную водку» готовил на ура. Словно целебный напиток... Выпьешь и сразу забываешь про всё: про Зону, про мутантов, про аномалии. Тебе уже ничего не страшно, и все равно кто ты и что с тобой, вставляет как никогда. За эту водку такие цены набивали, мама не горюй. До того дошли, что химика решили отравить толи из-за зависти, толи из-за жадности. Не себе, не людям, как говорится. Отравили, нет больше нашего химика, и водку такую никто не знает как делать... Но мне рассказали, что у химика было несколько тайников, в разных местах. Так вот, я про один его тайник узнал, принеси мне из него этой волшебной водочки хоть одну бутылку, а я наградой не обижу.","additional","stalker","200","wild_drink:wild_drink:wild_drink"
206,"gar_quest_get_weapons","Принести Авоське две тысячи","Принести Авоське две тысячи для покупки партии контрабандного оружия","additional","","",""
207,"agr_additional_quest_5b","Принести КПК","Принести КПК","additional","","","wpn_addon_grenade_launcher:flesh_up_abcd_pkm"
208,"val_go_to_freedom_leader","Принести КПК Чехову","КПК одного из погибших «свободовцев» на блокпосте содержит запись разговра между нападавшими. Эта запись поможет разобраться, кто стоит за нападениями на «Свободу». Принести КПК Чехову.","storyline","","",""
209,"red_forest_stalker_bring_map","Принести КПК с картой Рыжего леса","Принести КПК с картой Рыжего леса","additional","","1000",""
210,"red_recover_item_1","Принести КПК с картой Рыжего леса","Наемник, мы бы могли использовать твою помощь. Нам нужна точная карта Рыжего леса, я слышал, что несколько отрядов сталкеров пытались его исследовать, но большинство из них сгинули. Найди оставшиеся записи и принеси их мне.","additional","","1500","wpn_silencer_11.43x23"
211,"gar_quest_bring_money","Принести Напру две тысячи, когда стемнеет","Купить у Дикого Напра на барахолке медкомплект за две тысячи. Столь крупные сделки на барахолке происходят только ночью, после наступления темноты.","additional","","",""
212,"gar_quest_bring_old_pda","Принести Напру старый КПК","Принести Дикому Напру на барахолку старый КПК, найденный под ложным дном ящика с инструментами в уничтоженном лагере Свежака.","additional","","",""
213,"agr_recover_item_4","Принести автомат долговца","Я по пустяку поругался с проводником, который не желает меня вести к сталкерам. Говорит, что со мной общаться больше не хочет. А одному идти по Зоне - себе дороже. У сталкеров я оставил свой ствол, когда ходил к ним на прошлой неделе. Мы праздновали новое звание нашего товарища, ну выпили немного, как же без этого. И в тот вечер дошли до казармы еле-еле, меня приволокли, а про автомат мой забыли. Наёмник, принеси мне мой ствол, а то я без своего оружия и не солдат как-то вроде.","additional","dolg","1000","ammo_5.56x45_gd:ammo_5.56x45_gd:repair_outfit_box"
214,"gar_recover_item_3","Принести бутылку водки «Казаки»","Корешь, будь другом, принеси водяры, только не это палево, что все хлещут. Я пару пузырей нормального бухла спрятал, я бы и сам сходил, но не могу сейчас, занят. Да, и корешам не свети место, где бухло лежит, а с меня причитается.","additional","bandit","200","bio_bandage:antirad"
215,"mar_bring_item_1","Принести гранаты","Отряд «Чистого неба» попросил принести гранаты","additional","csky","{~50} 1000,{~50} 1500,500",""
216,"agr_bring_item_1","Принести гранаты","Отряд «Чистого неба» попросил принести гранаты","additional","dolg","{~50} 750,{~50},1000,500",""
217,"agr_bring_item_6","Принести гранаты","Отряд «Чистого неба» попросил принести гранаты","additional","stalker","{~50} 750,{~50},1000,500",""
218,"val_night_bloodsucker_reward","Принести деталь технику","Принести деталь технику","additional","","2500","skill_book_sig220"
219,"gar_recover_item_5","Принести именной пистолет","Да, ты можешь помочь. У меня был пистолет, вроде ничего приметного, но именное оружие, от дедушки достался. Я его в одной стычке потерял... ну, по пьяни решили бандитов ночью попугать. Как стемнело, подкрались к лагерю, который мы ещё днем заприметили, и начали на все голоса монстров изображать. Только оказалось, что бандюков там уже и не было, а выбежало на нас два кровососа. Я ноги еле унёс, а пистолет там оставил.","additional","stalker","750","wpn_l85:ammo_5.56x45_ss190"
220,"agr_additional_quest_6b","Принести карту миграции","Принести карту миграции Инквизитору","additional","","",""
221,"mar_bring_item_2","Принести медикаменты","Отряд «Чистого неба» ощущает острую нехватку медикаментов","additional","csky","{~50} 1000,{~50} 1500,500",""
222,"agr_bring_item_2","Принести медикаменты","Отряд «Чистого неба» ощущает острую нехватку медикаментов","additional","dolg","{~50} 750,{~50},1000,500",""
223,"agr_bring_item_7","Принести медикаменты","Отряд «Чистого неба» ощущает острую нехватку медикаментов","additional","stalker","{~50} 750,{~50},1000,500",""
224,"mar_bring_item_3","Принести патроны","Отряду «Чистого неба» нужны патроны для дробовика","additional","csky","{~50} 1000,{~50} 1500,500",""
225,"mar_bring_item_4","Принести патроны","Отряду «Чистого неба» нужны пистолетные патроны","additional","csky","{~50} 1000,{~50} 1500,500",""
226,"mar_bring_item_5","Принести патроны","Отряду «Чистого неба» нужны автоматные патроны","additional","csky","{~50} 1000,{~50} 1500,500",""
227,"agr_bring_item_3","Принести патроны","Отряду «Чистого неба» нужны патроны для дробовика","additional","dolg","{~50} 750,{~50},1000,500",""
228,"agr_bring_item_4","Принести патроны","Отряду «Чистого неба» нужны пистолетные патроны","additional","dolg","{~50} 750,{~50},1000,500",""
229,"agr_bring_item_5","Принести патроны","Отряду «Чистого неба» нужны автоматные патроны","additional","dolg","{~50} 750,{~50},1000,500",""
230,"agr_bring_item_8","Принести патроны","Отряду «Чистого неба» нужны патроны для дробовика","additional","stalker","{~50} 750,{~50},1000,500",""
231,"agr_bring_item_9","Принести патроны","Отряду «Чистого неба» нужны пистолетные патроны","additional","stalker","{~50} 750,{~50},1000,500",""
232,"agr_bring_item_10","Принести патроны","Отряду «Чистого неба» нужны автоматные патроны","additional","stalker","{~50} 750,{~50},1000,500",""
233,"red_recover_item_2","Принести пулемет из танка","Есть для тебя задачка. Я от Лесника слышал, что в глубине леса стоит старый советский танк, никто не знает, как он туда попал, говорят, что после мощного выброса. Дело в том, что танк целый почти, ну то есть ездить теперь на нем вряд ли можно, а вот пулемет с него снять можно. Ну, а когда пулемет принесешь, наградой не обидим.","additional","","7500","wpn_silencer_5.56x45:repair_outfit_box"
234,"esc_recover_item","Принести спецаптечку","Наёмник, недавно от бандитов на Свалке убежал мой старый приятель. Эти сволочи, забавы ради, гоняли его между аномалиями по насыпи, где радиация зашкаливает. Сейчас он еле двигатется, обычный антирад ему не помогает, тут нужно что-то посильнее. Я слышал у военных есть специальные аптечки на такой случай, если сможешь достать такую аптечку, то с нас причитается.","additional","stalker","2500","{~50} wpn_silencer_9x19"
