No,Id,Name,Text,Task type,Faction,Reward money,Reward item
235,"esc_recover_item_2","Принести трофейный АКМ-47/2","Знаешь я коллекционер, собираю редкие стволы. У меня экспонатов - уже на целый музей. Как говорится, с мира по нитке. Но нет у меня одной диковины - трофейного АКМ-47/2. Этот «калаш» - не просто хорошее оружие, оно ценее всякого, из него убивали таких мутантов, котрых ты никогда и не видел. Я слышал, что сталкер, владелец этой диковины, был не просто отличным стрелком, он был легендой Зоны, он мог выбраться из любой ситуации, из любой аномалии... Про этого сталкера уже давно новостей не слышно, зато я недавно узнал где находится его оружие, оно спрятано в тайном месте, куда не всякий сможет добраться. Наёмник, принеси мне это оружие.","additional","stalker","1200","bio_bandage:bio_bandage:bio_bandage:bio_bandage:bio_bandage"
236,"mil_reach_tower_task","Принять радиосообщение","Водонапорная башня - самая высокая точка в районе военных складов и уровень сигнала там максимальный. Необходимо пондняться на башню и принять сигнал от пропавшей группы наёмников.","storyline","","",""
237,"lim_go_to_canal","Продвигаться к мосту через канал","Огонь противника слишком плотен. Необходимо быстро уходить в сторону моста через канал.","additional","","",""
238,"hosp_task_z3_hold_out","Продержаться до подхода подмоги","Отряд «Чистого неба» уже на подходе. Необходимо продержаться до их подхода.","additional","","",""
239,"hosp_task_sniper_back_rush_2","Пройти на другую сторону зала","Пулемётчик ведет шквальный огонь на нижнем уроне, а снайпер контролирует верхний. Отряд «Чистого неба» может ненадолго отвлечь огонь на себя. Необходимо продвигаться только по команде командира отряда.","additional","","",""
240,"yan_proriv_k_ystanovke","Прорваться на территорию комплекса","Окрестности комплекса кишат зомби. Вместе с группой Левши необходимо пробиться на его территорию. Нужно спешить: уровень пси-излучения может достигнуть критической отметки в любой момент.","storyline","","",""
241,"lim_go_into_limansk","Разведать дорогу через Лиманск","Лебедев приказал разведать дорогу через Лиманск для безопасного прохода основных сил «Чистого неба». В городе идут уличные бои, поэтому продвигаться нужно с осторожностью.","storyline","","",""
242,"gar_story_find_diggers","Распросить диггеров о Клыке","Попытаться узнать место пребывания Клыка от диггеров, к которым, по словам торговца, он пошёл","storyline","","",""
243,"sim_eliminate_path_smart","Расчистить дорогу","Необходимо помочь пробиться отряду союзников","additional","","500",""
244,"sim_eliminate_path_smart_csky","Расчистить дорогу","Необходимо помочь пробиться отряду союзников","additional","csky","{~50} 500,250","{~50} ammo_9x19_pbp:ammo_9x18_pmm,medkit"
245,"sim_eliminate_path_smart_stalker","Расчистить дорогу","Необходимо помочь пробиться отряду союзников","additional","stalker","{~50} 750,500","{~50} ammo_9x19_pbp:ammo_9x19_pbp:ammo_12x76_dart:ammo_12x76_dart,medkit"
246,"sim_eliminate_path_smart_bandit","Расчистить дорогу","Необходимо помочь пробиться отряду союзников","additional","bandit","{~50} 1500,1000","{~50} ammo_11.43x23_hydro:ammo_11.43x23_hydro:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart,medkit:bandage:bandage:bandage"
247,"sim_eliminate_path_smart_freedom","Расчистить дорогу","Необходимо помочь пробиться отряду союзников","additional","freedom","{~50} 2000,1500","{~50} grenade_f1:ammo_5.45x39_ap,medkit:medkit:bandage:bandage"
248,"sim_eliminate_path_smart_dolg","Расчистить дорогу","Необходимо помочь пробиться отряду союзников","additional","dolg","{~50} 2500,2000","{~50} grenade_f1:ammo_9x39_ap,medkit_army:antirad"
249,"hosp_task_heli","Сбить вертолёт","Сбить военный вертолёт","additional","","",""
250,"val_bring_to_fang","Следовать за сигналом КПК Клыка","Техник «Свободы» взломал частоту КПК Клыка, так что теперь можно отслеживать перемещения его хозяина. Судя по сигналу, Клык находится на Свалке. Необходимо следовать за сигналом.","storyline","","",""
251,"yan_repair_defend","Следовать за сталкером на крышу ангара.","Левша приказал всем занять позиции. Необходимо следовать за сталкером на крышу к своей позиции.","storyline","","",""
252,"esc_additional_quest_4b","Сопроводить брата до Деревни новичков","Сопроводить брата до Деревни новичков","additional","","",""
253,"esc_additional_quest_5b","Сопроводить сталкера","Сопроводить сталкера до Деревни новичков","additional","","",""
254,"esc_additional_quest_4a","Спасти брата из плена","Спасти брата из плена","additional","","",""
255,"sim_hide_from_surge","Спрятаться от выброса","Бежать к ближайшему укрытию и спрятаться от выброса","additional","","",""
256,"test_hide_from_surge","Спрятаться от выброса","Бежать к ближайшему укрытию и спрятаться от выброса","additional","","",""
257,"agr_go_in_hole","Спуститься в подземку НИИ «Агропром»","Необходимо спустится в подземку НИИ «Агропром». Единственная дорога в эти подземелья лежит через нору мутантов.","storyline","","",""
258,"mar_tutorial_kill_boars","Убить кабанов","Уничтожить кабанов, атакующих форпост «Чистого неба»","storyline","","",""
259,"mil_kill_bloodsucker","Убить кровососа","В районе водонапорной башни обитает кровосос. Именно на вышке уровень радиосигнала самый высокий. Необходимо убить кровососа.","additional","","",""
260,"gar_quest_destroy_ambush","Убить предателя","Убить Авоську, заманившего тебя в засаду","additional","","",""
261,"val_eliminate_smart_6_4","Убить псевдо-гиганта","Убить псевдо-гиганта, который досаждает базе «Свободы».","storyline","","500","skill_book_lr300"
262,"gar_story_kill_dogs","Убить слепых псов","Убить слепых псов, которые заперли диггера-посланника в долине","storyline","","",""
263,"hosp_task_kill_sniper","Убить снайпера","С этой позиции снайпер не защищён. Необходимо убить его.","additional","","",""
264,"gar_quest_kill_smuggler","Убрать Контрабандиста и диггеров","Уничтожить Контрабандиста и диггеров, которые хотят купить у него партию оружия","additional","","2000",""
265,"gar_quest_kill_digger_traitor","Убрать человека по кличке Авоська","Убрать некоего Авоську, которого заказал Йога","additional","","1000","wpn_silencer_9x19"
266,"val_check_blockpost","Узнать, что произошло на блокпосте","Судя по всему, случилось очередное нападение на блокпост «Свободы». Необходимо узнать, как именно это произошло и есть ли выжившие.","storyline","","",""
267,"esc_eliminate_smart_military_6_6","Уничтожить бандитов","Уничтожить бандитов на разрушенном хуторе. Это поможет прекратить грабёж сталкеров, которые возвращаются с хабаром на базу.","additional","","",""
268,"red_bridge_cover_allyes2","Уничтожить бандитов","Бандитов слишком много, наёмники не могут опустить мост. Необходимо уничтожить как можно больше бандитов.","storyline","","",""
269,"mil_destroy_all_military","Уничтожить военных","Уничтожить военных на базе","storyline","","",""
270,"esc_eliminate_smart_military_7_11","Уничтожить военных на АТП","Уничтожить отряд военных, замеченный разведчиками в районе АТП. Это основные силы операции по освобождению Халецкого.","storyline","","","skill_book_autocolt"
271,"esc_eliminate_smart_military_5_9","Уничтожить военных на элеваторе","Уничтожить группу военных, замеченную разведчиками на элеваторе","storyline","","",""
272,"red_pursuit_destroy_ambush","Уничтожить засаду","Стрелка прикрывает отряд сталкеров. Уничтожить их засаду.","additional","","",""
273,"lim_destroy_ambush_1","Уничтожить засаду","Уничтожить засаду","additional","","",""
274,"agr_attack_bandits_group_1","Уничтожить лагерь бандитов","Необходимо уничтожить лагерь бандитов в тоннеле. Отсюда бандиты организовывают нападения на лагерь сталкеров.","additional","","2000",""
275,"val_destroy_boar_guard_9_2","Уничтожить логово кабанов","Уничтожить логово кабанов","additional","","1500",""
276,"agr_attack_monster_group","Уничтожить логово мутантов","Пустырь перед базой сталкеров - дикая и опасная территория, кишащая монстрами. Необходимо устроить зачистку логова мутантов.","additional","","2000",""
277,"agru_destroy_monsters_task","Уничтожить мутантов","Уничтожить мутантов, которые создают физическое давление на предметы, блокируя проход в комнату управления насосной станцией","storyline","","",""
278,"val_capture_smart_1_1","Уничтожить наёмников","Основная база наёмников обнаружена. Нужно помочь «Свободе» уничтожить наёмников на базе: это позволит пресечь нападения и установить полный контроль над Тёмной долиной.","additional","","2000","skill_book_desert_eagle"
279,"val_bandit_spy_kill","Уничтожить отряд бандитов","Вы обнаружили отряд бандитов в здании заброшенной заправки. Необходимо уничтожить их.","additional","","",""
280,"agr_attack_bandits_group_2","Уничтожить отряд бандитов","Отряд бандитов сторожит один из выходов из подземки и время от времени помогает своим подниматься на поверхность. Необходимо уничтожить его.","additional","","2000",""
281,"gar_quest_liberate_conc_camp","Уничтожить охранников концлагеря бандитов","Вместе с группой диггеров освободить пленников, уничтожив охранников концлагеря бандитов","additional","","",""
282,"sim_eliminate_smart","Уничтожить противника","Уничтожить противника в ключевой точке","additional","","500",""
283,"sim_eliminate_resource_smart","Уничтожить противника","Нужно выбить противника с данной территории: это ослабит его позиции","additional","","500",""
284,"sim_eliminate_smart_csky","Уничтожить противника","Уничтожить противника в ключевой точке","additional","csky","{~50} 500,250","{~50} ammo_9x19_pbp:ammo_9x18_pmm,medkit"
285,"sim_eliminate_resource_smart_csky","Уничтожить противника","Нужно выбить противника с данной территории: это ослабит его позиции","additional","csky","{~50} 500,250","{~50} ammo_9x19_pbp:ammo_9x18_pmm,medkit"
286,"sim_eliminate_smart_stalker","Уничтожить противника","Уничтожить противника в ключевой точке","additional","stalker","{~50} 750,500","{~50} ammo_9x19_pbp:ammo_9x19_pbp:ammo_12x76_dart:ammo_12x76_dart,medkit"
287,"sim_eliminate_resource_smart_stalker","Уничтожить противника","Нужно выбить противника с данной территории: это ослабит его позиции","additional","stalker","{~50} 750,500","{~50} ammo_9x19_pbp:ammo_9x19_pbp:ammo_12x76_dart:ammo_12x76_dart,medkit"
288,"sim_eliminate_smart_bandit","Уничтожить противника","Уничтожить противника в ключевой точке","additional","bandit","{~50} 1500,1000","{~50} ammo_11.43x23_hydro:ammo_11.43x23_hydro:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart,medkit:bandage:bandage:bandage"
289,"sim_eliminate_resource_smart_bandit","Уничтожить противника","Нужно выбить противника с данной территории: это ослабит его позиции","additional","bandit","{~50} 1500,1000","{~50} ammo_11.43x23_hydro:ammo_11.43x23_hydro:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart:ammo_12x76_dart,medkit:bandage:bandage:bandage"
290,"sim_eliminate_smart_freedom","Уничтожить противника","Уничтожить противника в ключевой точке","additional","freedom","{~50} 2000,1500","{~50} grenade_f1:ammo_5.45x39_ap,medkit:medkit:bandage:bandage"
291,"sim_eliminate_resource_smart_freedom","Уничтожить противника","Нужно выбить противника с данной территории: это ослабит его позиции","additional","freedom","{~50} 2000,1500","{~50} grenade_f1:ammo_5.45x39_ap,medkit:medkit:bandage:bandage"
292,"sim_eliminate_smart_dolg","Уничтожить противника","Уничтожить противника в ключевой точке","additional","dolg","{~50} 2500,2000","{~50} grenade_f1:ammo_9x39_ap,medkit_army:antirad"
293,"sim_eliminate_resource_smart_dolg","Уничтожить противника","Нужно выбить противника с данной территории: это ослабит его позиции","additional","dolg","{~50} 2500,2000","{~50} grenade_f1:ammo_9x39_ap,medkit_army:antirad"
294,"sim_capture_enemy_base_stalker","Уничтожить противника","Уничтожить противника в ключевой точке","additional","stalker","10000","scientific_outfit:detector_elite:af_baloon"
295,"sim_capture_enemy_base_bandit","Уничтожить противника","Уничтожить противника в ключевой точке","additional","bandit","30000","wpn_rg-6:ammo_vog-25:ammo_vog-25:ammo_vog-25:ammo_vog-25:ammo_vog-25:ammo_vog-25:wpn_g36:ammo_5.56x45_ss190:ammo_5.56x45_ss190:ammo_5.56x45_ss190:ammo_5.56x45_ss190"
296,"sim_capture_enemy_base_freedom","Уничтожить противника","Уничтожить противника в ключевой точке","additional","freedom","15000","svoboda_exo_outfit:wpn_svd:ammo_7.62x54_7h1:ammo_7.62x54_7h1:ammo_7.62x54_7h1:ammo_7.62x54_7h1:wpn_walther_up2:wpn_addon_silencer:ammo_9x19_pbp:ammo_9x19_pbp:ammo_9x19_pbp:ammo_9x19_pbp"
297,"sim_capture_enemy_base_dolg","Уничтожить противника","Уничтожить противника в ключевой точке","additional","dolg","15000","dolg_heavy_outfit:wpn_pkm:ammo_pkm_100:ammo_pkm_100:ammo_pkm_100:ammo_pkm_100:ammo_pkm_100:ammo_pkm_100"
298,"test_eliminate_smart","Уничтожить противника","Уничтожить противника в ключевой точке","additional","","",""
299,"lim_destroy_ambush_2","Уничтожить противника на перекрёстке","Уничтожить засаду на перекрёстке","additional","","",""
300,"lim_destroy_bandit_minigun","Уничтожить пулемётную точку","На перекрёстке идёт настоящий бой. Здание слева удерживают бандиты. Необходимо расчистить путь, уничтожив пулемётную точку в доме.","additional","","",""
301,"lim_electro_fence_sniper","Уничтожить снайпера","Заграждения обесточены. Теперь нужно подойти ближе и уничтожить снайпера.","additional","","",""
302,"red_bridge_kill_sniper","Уничтожить снайперов на холме","Вражеские снайперы ведут огонь по пульту управления мостом. Необходимо уничтожить снайперов на холме.","storyline","","",""
303,"mar_story_empower_csky","Усилить присутствие «Чистого неба» на Болотах","Укрепить позиции «Чистого неба» на Болотах путём уничтожения сил противника","storyline","","2000","{-mar_story_empower_csky_reward} flesh_up_bd_mp5 %+mar_story_empower_csky_reward%,medkit"
304,"val_bandit_spy","Устранить предполагаемую опасность на заправке.","На заброшенной заправке по ночам видны слабые огни. Необходимо выяснить, что там происходит, и устранить предполагаемую опасность.","additional","","",""
305,"agr_additional_quest_shooting","agr_additional_quest_shooting_name","agr_additional_quest_shooting_text","additional","","",""
306,"agr_destroy_snork_hole","agr_destroy_snork_hole","agr_destroy_snork_hole_text","storyline","","","skill_book_spas12"
307,"agr_eliminate_outpost","agr_eliminate_outpost","agr_eliminate_outpost_text","additional","","",""
308,"agr_go_to_outpost","agr_go_to_outpost","agr_go_to_outpost_text","additional","","",""
309,"agr_hold_north_position","agr_hold_north_position","agr_hold_north_position_text","storyline","","",""
310,"agr_hold_east_position","agr_hold_north_position","agr_hold_north_position_text","storyline","","8000","skill_book_groza:skill_book_ak78"
311,"agr_kill_wild_giant","agr_kill_wild_giant","agr_kill_wild_giant_text","additional","","1000","af_eye:skill_book_vintorez"
312,"agr_occupy_east_position","agr_occupy_east_position","agr_occupy_east_position_text","storyline","","",""
313,"agr_occupy_north_position","agr_occupy_north_position","agr_occupy_north_position_text","storyline","","",""
314,"agr_return_outpost_pda","agr_return_outpost_pda","agr_return_outpost_pda_text","additional","","6000","personal_rukzak:bio_bandage:bio_bandage:wpn_lr300_up2:ammo_5.56x45_gd:ammo_5.56x45_gd:skill_book_spp200"
315,"agr_search_lieutenant_body","agr_search_lieutenant_body","agr_search_lieutenant_body_text","additional","","",""
316,"agr_search_ordinary_body","agr_search_ordinary_body","agr_search_ordinary_body_text","additional","","",""
317,"agr_talk_to_stalker_leader","agr_talk_to_stalker_leader","agr_talk_to_stalker_leader_text","storyline","","",""
318,"esc_bring_item_1","esc_bring_item_1_name","esc_bring_item_1_text","additional","stalker","{~50} 500,{~50},750,500",""
319,"esc_bring_item_2","esc_bring_item_2_name","esc_bring_item_2_text","additional","stalker","{~50} 500,{~50},800,1200",""
320,"esc_bring_item_3","esc_bring_item_3_name","esc_bring_item_3_text","additional","stalker","{~50} 1000,{~50},1500,2000",""
321,"esc_bring_item_4","esc_bring_item_4_name","esc_bring_item_4_text","additional","stalker","{~50} 500,{~50},750,1000",""
322,"esc_bring_item_5","esc_bring_item_5_name","esc_bring_item_5_text","additional","stalker","{~50} 500,{~50},750,1000",""
323,"esc_capture_army_blockpost","esc_capture_army_blockpost","esc_capture_army_blockpost_text","additional","","3000","stalker_outfit:wpn_autocolt:skill_book_abakan:skill_book_ak74u"
324,"esc_kill_blockpost_leader","esc_kill_blockpost_leader","esc_kill_blockpost_leader_text","storyline","","",""
325,"esc_kill_blockpost_talk","esc_kill_blockpost_talk","esc_kill_blockpost_talk_text","storyline","","","skill_book_fort"
326,"esc_shilov_find_rukzak","esc_shilov_find_rukzak","esc_shilov_find_rukzak_text","additional","","",""
327,"esc_shilov_talk_rukzak","esc_shilov_talk_rukzak","esc_shilov_talk_rukzak_text","additional","","2000","medkit:skill_book_commander_pm"
328,"esc_take_equipments","esc_take_equipments","esc_take_equipments_text","additional","","",""
329,"gar_digger_messanger_accompany","gar_digger_messanger_accompany","gar_digger_messanger_accompany_text","additional","","",""
330,"gar_digger_messanger_reward","gar_digger_messanger_reward","gar_digger_messanger_reward_text","additional","","",""
331,"gar_fail_valley_propusk","gar_fail_valley_propusk","gar_fail_valley_propusk_text","storyline","","",""
332,"gar_find_master_outfit","gar_find_master_outfit","gar_find_master_outfit_text","additional","","",""
333,"gar_find_valley_propusk","gar_find_valley_propusk","gar_find_valley_propusk_text","storyline","","",""
334,"gar_get_propusk_having_talk","gar_get_propusk_having_talk","gar_get_propusk_having_talk_text","storyline","","",""
335,"gar_rescue_tunnel_novice","gar_rescue_tunnel_novice","gar_rescue_tunnel_novice_text","additional","","",""
336,"gar_return_tunnel_novice","gar_return_tunnel_novice","gar_return_tunnel_novice_text","additional","","",""
337,"gar_reward_master_outfit","gar_reward_master_outfit","gar_reward_master_outfit_text","additional","","",""
338,"gar_reward_tunnel_novice","gar_reward_tunnel_novice","gar_reward_tunnel_novice_text","additional","","",""
339,"gar_searched_commander_body","gar_searched_commander_body","gar_searched_commander_body_text","storyline","","",""
340,"gar_wild_napr_assistance","gar_wild_napr_assistance","gar_wild_napr_assistance_text","storyline","","","skill_book_ak74"
341,"gar_wild_napr_get_info","gar_wild_napr_get_info","gar_wild_napr_get_info_text","storyline","","",""
342,"gar_wild_napr_talk","gar_wild_napr_talk","gar_wild_napr_talk_text","storyline","","",""
343,"mar_accompany_rescue_home","mar_accompany_rescue_home","mar_accompany_rescue_home_text","additional","","5000","af_dummy_battery:wpn_silencer_5.45x39:skill_book_toz34"
344,"mar_accompany_rescue_island","mar_accompany_rescue_island","mar_accompany_rescue_island_text","additional","","",""
345,"mar_accompany_rescue_meet","mar_accompany_rescue_meet","mar_accompany_rescue_meet_text","additional","","",""
346,"mar_accompany_rescue_talk","mar_accompany_rescue_talk","mar_accompany_rescue_talk_text","additional","","",""
347,"mar_capture_boat_station","mar_capture_boat_station","mar_capture_boat_station_text","additional","","",""
348,"mar_capture_church","mar_capture_church","mar_capture_church_text","storyline","","",""
349,"mar_capture_embankment","mar_capture_embankment","mar_capture_embankment_text","additional","","",""
350,"mar_capture_north_khutor","mar_capture_north_khutor","mar_capture_north_khutor_text","additional","","",""
351,"mar_capture_pumping_station","mar_capture_pumping_station","mar_capture_pumping_station_text","storyline","","",""
352,"mar_capture_watch_tower","mar_capture_watch_tower","mar_capture_watch_tower_text","storyline","","",""
353,"mar_csky_find_baron","mar_csky_find_baron","mar_csky_find_baron_text","additional","","",""
354,"mar_csky_kill_baron","mar_csky_kill_baron","mar_csky_kill_baron_text","additional","","",""
355,"mar_csky_reward_baron","mar_csky_reward_baron","mar_csky_reward_baron_text","additional","","2000","skill_book_pm:skill_book_bm16"
356,"mar_entry_csky_force","mar_entry_csky_force","mar_entry_csky_force_text","storyline","","",""
357,"mar_hold_renagade_base","mar_hold_renagade_base","mar_hold_renagade_base_text","storyline","","",""
358,"mar_last_intensify_reward","mar_last_intensify_reward","mar_last_intensify_reward_text","additional","","4000","cs_heavy_outfit:flesh_up_ac_mp5:medkit_scientic:skill_book_mp5"
359,"mar_meet_csky_force","mar_meet_csky_force","mar_meet_csky_force_text","storyline","","",""
360,"mil_bring_item_10","mil_bring_item_10_name","mil_bring_item_10_text","additional","bandit","500",""
361,"mil_bring_item_11","mil_bring_item_11_name","mil_bring_item_11_text","additional","bandit","{~50} 1000,{~50},2000,1500",""
362,"mil_bring_item_12","mil_bring_item_12_name","mil_bring_item_12_text","additional","bandit","{~50} 500,{~50},1000,750",""
363,"mil_bring_item_1","mil_bring_item_1_name","mil_bring_item_1_text","additional","freedom","{~50} 1500,{~50},2000,1000",""
364,"mil_bring_item_2","mil_bring_item_2_name","mil_bring_item_2_text","additional","freedom","{~50} 1500,{~50},2000,1000",""
365,"mil_bring_item_3","mil_bring_item_3_name","mil_bring_item_3_text","additional","freedom","{~50} 1500,{~50},2000,1000",""
366,"mil_bring_item_4","mil_bring_item_4_name","mil_bring_item_4_text","additional","stalker","1000",""
367,"mil_bring_item_5","mil_bring_item_5_name","mil_bring_item_5_text","additional","stalker","{~50} 750,{~50},1200,1000",""
368,"mil_bring_item_6","mil_bring_item_6_name","mil_bring_item_6_text","additional","stalker","{~50} 1500,{~50},2500,2000",""
369,"mil_bring_item_7","mil_bring_item_7_name","mil_bring_item_7_text","additional","dolg","{~50} 1500,{~50},2500,2000",""
370,"mil_bring_item_8","mil_bring_item_8_name","mil_bring_item_8_text","additional","dolg","{~50} 4000,{~50},5000,4500",""
371,"mil_bring_item_9","mil_bring_item_9_name","mil_bring_item_9_text","additional","dolg","{~50} 3500,{~50},2500,3000",""
372,"mil_hog_find_item","mil_hog_find_item_name","mil_hog_find_item_text","additional","","",""
373,"mil_hog_reward_item","mil_hog_reward_item_name","mil_hog_reward_item_text","additional","","4500","ammo_7.62x54_7h14"
374,"mil_stop_invasion_5_5","mil_stop_invasion_5_5","mil_stop_invasion_5_5_text","storyline","","",""
375,"mil_stop_invasion_5_6","mil_stop_invasion_5_6","mil_stop_invasion_5_6_text","storyline","","",""
376,"test_eliminate_squad","sim_eliminate_squad","sim_eliminate_squad_text","additional","","",""
377,"test_bring_item","test_bring_item_name","test_bring_item_text","additional","","",""
378,"test_find_upgrade","test_find_upgrade_name","test_find_upgrade_text","additional","","",""
379,"test_find_upgrade2","test_find_upgrade_name2","test_find_upgrade_text2","additional","","",""
380,"test_recover_item","test_recover_item_name","test_recover_item_text","additional","","{~50} 1000,2000","wpn_ak74:wpn_groza:ammo_9x18_fmj:ammo_9x18_fmj:ammo_5.45x39_fmj:ammo_5.45x39_fmj"
381,"test_recover_item2","test_recover_item_name2","test_recover_item_text2","additional","","{~50} 1000,2000",""
382,"test_storyline_task2","test_storyline_task2_name","test_storyline_task2_text","storyline","","",""
383,"test_storyline_task3","test_storyline_task3_name","test_storyline_task3_text","storyline","","",""
384,"test_storyline_task","test_storyline_task_name","Подойти к бочке","additional","","",""
385,"test_overlapped_task","test_storyline_task_name","Подойти к бочке","storyline","","",""
386,"val_7_6_deliver_weapons","val_7_6_deliver_weapons","val_7_6_deliver_weapons_text","storyline","","",""
387,"val_bring_ashot_dummy","val_bring_ashot_dummy","val_bring_ashot_dummy_text","additional","","","skill_book_g36"
388,"val_deliver_outpost_equipments","val_deliver_outpost_equipments","val_deliver_outpost_equipments_text","storyline","","",""
389,"val_find_ashot_dummy","val_find_ashot_dummy","val_find_ashot_dummy_text","additional","","",""
390,"val_go_to_outpost","val_go_to_outpost","val_go_to_outpost_text","storyline","","",""
391,"val_join_freedom","val_join_freedom_name","val_join_freedom_text","additional","","",""
392,"val_return_propusk","val_return_propusk","val_return_propusk_text","storyline","","","skill_book_sig550"
393,"val_reward_chief_guard","val_reward_chief_guard","val_reward_chief_guard_text","storyline","","","skill_book_pb"
394,"val_reward_impounded","val_reward_impounded","val_reward_impounded_text","additional","","","skill_book_viper"
395,"val_searched_impounded","val_searched_impounded","val_searched_impounded_text","additional","","",""
396,"val_sos_check_bus","val_sos_check_bus","val_sos_check_bus_text","additional","","",""
397,"val_sos_rescue_bus","val_sos_rescue_bus","val_sos_rescue_bus_text","additional","","",""
398,"val_sos_reward_bus","val_sos_reward_bus","val_sos_reward_bus_text","additional","","","skill_book_l85"
399,"val_sos_searched_bus","val_sos_searched_bus","val_sos_searched_bus_text","additional","","",""
400,"val_speak_about","val_speak_about","val_speak_about_text","storyline","","",""
401,"val_talk_to_chief_guard","val_talk_to_chief_guard","val_talk_to_chief_guard_text","storyline","","",""
402,"val_talk_to_medic","val_talk_to_medic","val_talk_to_medic_text","storyline","","",""
403,"val_talk_to_outpost_leader","val_talk_to_outpost_leader","val_talk_to_outpost_leader_text","storyline","","",""
404,"yan_bring_sample_dnk","yan_bring_sample_dnk","yan_bring_sample_dnk_text","additional","","",""
405,"yan_kill_tunnel_snorks","yan_kill_tunnel_snorks","yan_kill_tunnel_snorks_text","storyline","","",""
406,"yan_reward_sample_dnk","yan_reward_sample_dnk","yan_reward_sample_dnk_text","additional","","4000","skill_book_fn2000"
407,"yan_reward_tunnel_snorks","yan_reward_tunnel_snorks","yan_reward_tunnel_snorks_text","storyline","","2000",""
408,"yan_take_sample_dnk","yan_take_sample_dnk","yan_take_sample_dnk_text","additional","","",""
